DATOS HORARIOS 2020_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],CO [ppm],NO2 [ppm],PM10 [µg/m³],TEMP,WS,WD,HR
DIC,30,11,0.0251,0.0072,3.489,NA,77,19.5,1.4,191,36
DIC,30,12,0.0372,0.0040,3.322,NA,41,21.1,2.9,221,31
DIC,30,13,0.0415,0.0029,3.326,NA,38,21.6,3.8,223,29
DIC,30,14,0.0429,0.0020,3.378,NA,49,22.7,4.2,229,27
DIC,30,15,0.0425,0.0017,3.357,NA,111,22.9,5.3,232,24
DIC,30,16,0.0415,0.0008,3.388,NA,109,23.1,4.9,213,22
DIC,30,17,0.0408,0.0005,3.441,NA,78,22.4,4.5,208,23
DIC,30,18,0.0359,0.0004,3.492,NA,74,20.5,3.8,211,27
DIC,30,19,0.0325,0.0005,3.509,NA,61,17.7,4.4,191,28
DIC,30,20,0.0293,0.0010,3.519,NA,59,15.7,4.1,194,32
DIC,30,21,0.0266,NA,3.499,NA,43,14.3,3.5,192,38
DIC,30,22,0.0276,NA,3.437,NA,37,13.6,3.6,173,44
DIC,30,23,0.0286,NA,3.395,NA,34,12.9,4.1,176,48
DIC,31,0,0.0280,NA,3.398,NA,40,12.3,2.8,199,49
DIC,31,1,0.0273,0.0021,3.356,NA,51,11.3,2.2,196,48
DIC,31,2,0.0302,0.0046,3.278,NA,40,11.2,2.8,204,44
DIC,31,3,0.0274,0.0042,3.250,NA,25,10.8,3.0,225,42
DIC,31,4,0.0196,0.0045,3.312,NA,23,8.6,1.3,278,41
DIC,31,5,0.0176,0.0042,3.279,NA,14,7.8,1.7,270,45
DIC,31,6,0.0181,0.0045,3.275,NA,18,6.7,1.7,238,49
DIC,31,7,0.0116,0.0045,3.499,NA,21,5.9,1.5,258,54
DIC,31,8,0.0045,0.0048,3.833,NA,39,6.3,1.7,253,60
DIC,31,9,0.0072,0.0054,3.651,NA,51,11.1,2.4,260,52
DIC,31,10,0.0185,0.0048,3.303,NA,32,13.4,3.9,270,42
DIC,31,11,0.0227,0.0045,3.313,NA,31,15.4,4.7,273,35
DIC,31,12,0.0277,0.0038,3.330,NA,36,16.6,5.4,273,34
DIC,31,13,0.0319,0.0034,3.313,NA,35,18.0,4.8,262,32
DIC,31,14,0.0350,0.0036,3.365,NA,42,19.2,5.3,263,29
DIC,31,15,0.0364,0.0033,3.404,NA,53,20.0,5.2,264,27
DIC,31,16,0.0368,0.0029,3.440,NA,65,20.5,5.6,265,25
DIC,31,17,0.0370,0.0025,3.467,NA,62,20.1,5.0,257,24
DIC,31,18,0.0336,0.0023,3.536,NA,55,18.8,4.4,246,26
DIC,31,19,0.0269,0.0034,3.729,NA,63,16.0,3.6,254,32
DIC,31,20,0.0226,0.0030,3.691,NA,53,14.2,2.6,198,36
DIC,31,21,0.0201,0.0044,3.714,NA,68,12.9,2.7,185,41
DIC,31,22,0.0131,0.0054,4.037,NA,103,11.6,2.2,162,48
DIC,31,23,0.0090,0.0062,3.981,NA,162,10.1,2.2,164,55
