universidad_id,universidad_nombre,universidad_fecha_fundacion,universidad_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,universidad_calle_numero,universidad_colonia,universidad_cp,email,longitud,latitud,link_sic,fecha_mod,nom_ent_corto,fn_universidad_colonia,nom_ent_etq
3368,Universidad Politécnica de Chihuahua,NA,Particular,8,Chihuahua,19,Chihuahua,1,Chihuahua,Av. Teófilo Borunda 13200,Col. Labor de Terrazas,31220,rectoria@upchihuahua.edu.mx,-106.07631,28.63679,http://sic.gob.mx/ficha.php?table=universidad&table_id=3368,1563185306,Chihuahua,NA,Chihuahua
3896,"Universidad del Desarrollo Profesional (UNIDEP), plantel Chihuahua",NA,"Universidad del Desarrollo Profesional, S.C.",8,Chihuahua,19,Chihuahua,498,Colonia Agrícola Francisco Villa,"Hiperplaza Mirador, Blvd. Antonio Ortiz Mena 1815",Col. Virreyes Campestre Lomas,31205,atencion@unidep.edu.mx,-106.09959,28.64014,http://sic.gob.mx/ficha.php?table=universidad&table_id=3896,1704718156,Chihuahua,NA,Chihuahua
3284,Instituto Tecnológico de Delicias,6000,SEP/Tecnológico Nacional de México (TecNM),8,Chihuahua,21,Delicias,1,Delicias,Paseo Tecnológico Km 3.5,Col. Tecnológico,33000,dir_delicias@tecnm.mx,-105.43179,28.21455,http://sic.gob.mx/ficha.php?table=universidad&table_id=3284,1724261241,Chihuahua,NA,Chihuahua
3266,Instituto de Estudios Odontológicos del Sur del Estado de Chihuahua,NA,,8,Chihuahua,21,Delicias,1,Delicias,Calle 7ª Poniente 27,,33000,,-105.47111,28.19333,http://sic.gob.mx/ficha.php?table=universidad&table_id=3266,1560867438,Chihuahua,NA,Chihuahua
2052,Centro de Estudios Universitarios del Norte,8035,,8,Chihuahua,21,Delicias,1,Delicias,Calle 17½ Norte núm. 17,Fracc. Nogales,33000,,-105.48249,28.20771,http://sic.gob.mx/ficha.php?table=universidad&table_id=2052,1580821081,Chihuahua,NA,Chihuahua
1775,Centro de Estudios Universitarios Vizcaya de las Américas<br>Campus Cd. Delicias,13757,Universidad Vizcaya de las Américas,8,Chihuahua,21,Delicias,1,Delicias,Calle 2a.  Norte 413 piso 2,Col. Sector Norte,33000,contacto@uva.edu.mx,-105.46892,28.19787,http://sic.gob.mx/ficha.php?table=universidad&table_id=1775,1705486347,Chihuahua,NA,Chihuahua
3340,"Universidad Autónoma de Chihuahua,  Campus Cd. Delicias. Facultad de Ciencias Agrícolas y Forestales",NA,Universidad Autónoma de Chihuahua (AUCH),8,Chihuahua,21,Delicias,1,Delicias,"Carr. Delicias-Rosales Km 2.5,  Apdo. Postal 258",Centro,33000,,-105.47111,28.19333,http://sic.gob.mx/ficha.php?table=universidad&table_id=3340,1562323936,Chihuahua,NA,Chihuahua
3378,"Universidad Vizcaya de las Américas, campus Cd. Delicias",NA,"Patronato Cultural Vizcaya, A. C.",8,Chihuahua,21,Delicias,1,Delicias,Priv. de Av. de Calz. del Charro 301,Centro,33000,informes@uva.edu.mx,-105.46079,28.20533,http://sic.gob.mx/ficha.php?table=universidad&table_id=3378,1705311989,Chihuahua,NA,Chihuahua
3230,"Universidad Pedagógica Nacional (UPN), Campus Delicias",NA,Secretaría de Educación del Estado,8,Chihuahua,21,Delicias,1,Delicias,Av. Río Florido Oriente 400,Centro,33000,,-105.46452,28.19093,http://sic.gob.mx/ficha.php?table=universidad&table_id=3230,1562072764,Chihuahua,NA,Chihuahua
1415,Universidad Tecnológica de la Tarahumara,14245,Universidad Tecnológica de la Tarahumara,8,Chihuahua,27,Guachochi,1,Guachochi,Carr. Guachochi-Yoquivo km.1.5,,33180,rectoria@uttaraumara.edu.mx,-107.09284,26.81848,http://sic.gob.mx/ficha.php?table=universidad&table_id=1415,1720556266,Chihuahua,NA,Chihuahua
3229,Universidad Pedagógica Nacional (UPN) Campus Guachochi,NA,Secretaría de Educación del Estado,8,Chihuahua,27,Guachochi,1,Guachochi,Calle Pascual Orozco y Belisario Domínguez 23,Col. Los Pinos,33180,,-107.06997,26.82022,http://sic.gob.mx/ficha.php?table=universidad&table_id=3229,1559133446,Chihuahua,NA,Chihuahua
4130,"Universidad para el Bienestar Benito Juárez García, sede Guadalupe y Calvo",18107,SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García,8,Chihuahua,29,Guadalupe y Calvo,1,Guadalupe y Calvo,San Ignacio de Loyola 300,Col. México,33470,dirvinculacion@ubbj.edu.mx,-106.95153,26.09238,http://sic.gob.mx/ficha.php?table=universidad&table_id=4130,1719937075,Chihuahua,NA,Chihuahua
1343,Universidad Pedagógica Nacional (UPN) U-083 Campus Parral,4077,Secretaría de Educación del Estado,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Salvador Allende esq. Esperanza s/n,Col. Palmilla,33810,,-105.70778,26.94,http://sic.gob.mx/ficha.php?table=universidad&table_id=1343,1562070275,Chihuahua,NA,Chihuahua
1354,Facultad de Economía Internacional,8401,Universidad Autónoma de Chihuahua (UACH),8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Av. Niños Héroes y Solidaridad s/n,Col. Pri,33820,hvalles@uach.mx,-105.69915,26.9392,http://sic.gob.mx/ficha.php?table=universidad&table_id=1354,1562590825,Chihuahua,NA,Chihuahua
1410,"Universidad Regional del Norte, Campus Parral",8035,Universidad Regional del Norte,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Anillo Perimetral Sur Luis Donaldo Colosio km 1920,Col. Cerro Blanco,33380,fjackez@urn.edu.mx,-105.65316,26.91947,http://sic.gob.mx/ficha.php?table=universidad&table_id=1410,1618826824,Chihuahua,NA,Chihuahua
3247,Escuela Normal Experimental Miguel Hidalgo,NA,,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Libramiento Perimetral Luis Donaldo Colosio  Km 5 + 767,Col. Miguel Hidalgo,33879,juvamoli@hotmail.com,-105.66714,26.92209,http://sic.gob.mx/ficha.php?table=universidad&table_id=3247,1559646353,Chihuahua,NA,Chihuahua
3235,Centro de Estudios Superiores Nuevo Mundo,NA,,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Manuel Merino 16,Centro,33800,,-105.66714,26.92209,http://sic.gob.mx/ficha.php?table=universidad&table_id=3235,1559213781,Chihuahua,NA,Chihuahua
3292,Instituto Tecnológico de Parral,2099,SEP/Tecnológico Nacional de México (TecNM),8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,Av. Tecnológico 57,Centro,33850,comunicacion@itparral.edu.mx,-105.64504,26.93447,http://sic.gob.mx/ficha.php?table=universidad&table_id=3292,1724176454,Chihuahua,NA,Chihuahua
3274,Instituto Tecnológico de Ciudad Jiménez,9094,SEP/Tecnológico Nacional de México (TecNM),8,Chihuahua,36,Jiménez,1,José Mariano Jiménez,Av. Instituto Tecnológico s/n,Ejido Las Luisas,33980,direccion@cdjimenez.tecnm.mx,-104.90857,27.11049,http://sic.gob.mx/ficha.php?table=universidad&table_id=3274,1724442298,Chihuahua,NA,Chihuahua
2049,Centro de Actualización del Magisterio Ciudad Juárez,2191,Centro de Actualización del Magisterio,8,Chihuahua,37,Juárez,1,Juárez,Benemérito de las Américas 5539,Col. Casas Grandes,32600,,-106.44182,31.70613,http://sic.gob.mx/ficha.php?table=universidad&table_id=2049,1559054431,Chihuahua,NA,Chihuahua
1408,"Universidad Regional del Norte, Campus Juárez",7716,Universidad Regional del Norte,8,Chihuahua,37,Juárez,1,Juárez,Camino Viejo a San José 10051,Col. Partido Senecú,32459,,-106.43634,31.71146,http://sic.gob.mx/ficha.php?table=universidad&table_id=1408,1563192109,Chihuahua,NA,Chihuahua
3334,"Universidad Mexicana del Norte, S.C.",NA,,8,Chihuahua,37,Juárez,1,Juárez,Guatemala 725,El Barreal,32040,umn.juarez@gmail.com,-106.47375,31.73213,http://sic.gob.mx/ficha.php?table=universidad&table_id=3334,1562167334,Chihuahua,NA,Chihuahua
2448,"Escuela Superior de Psicología, A.C.",4595,Particular,8,Chihuahua,37,Juárez,1,Juárez,Damián Carmona  676 Sur,Col. El Barreal,32040,informacion@superiordepsicologia.com,-106.47393,31.74376,http://sic.gob.mx/ficha.php?table=universidad&table_id=2448,1620131155,Chihuahua,NA,Chihuahua
4157,"Instituto Tecnológico de Ciudad Juárez (ITCJ), campus II",15706,SEP/Tecnológico Nacional de México (TecNM),8,Chihuahua,37,Juárez,1,Juárez,Av. José de Jesús Macías Delgado s/n,Col. Cd. del Conocimiento,32579,direccion@itcj.edu.mx,-106.48502,31.74647,http://sic.gob.mx/ficha.php?table=universidad&table_id=4157,1724253280,Chihuahua,NA,Chihuahua
1251,"Universidad Interamericana del Norte, Campus Ciudad Juárez",9496,Universidad Interamericana del Norte,8,Chihuahua,37,Juárez,1,Juárez,Av. Tomás Fernández 8310,Col. Del Partido Senecu,32330,,-106.39632,31.72461,http://sic.gob.mx/ficha.php?table=universidad&table_id=1251,1562760121,Chihuahua,NA,Chihuahua
3898,"Universidad Vizcaya de las Américas, campus Cd. Juárez",NA,"Patronato Cultural Vizcaya, A. C.",8,Chihuahua,37,Juárez,1,Juárez,Prol. Región de San Pablo 905,Col. Zaragoza,32540,informes@uva.edu.mx,-106.36601,31.67086,http://sic.gob.mx/ficha.php?table=universidad&table_id=3898,1705322568,Chihuahua,NA,Chihuahua
2058,Centro Universitario de Ciudad Juárez,13149,Centro Universitario de Ciudad Juárez,8,Chihuahua,37,Juárez,1,Juárez,Avena 8611,Col. El Granjero,32690,mariel@cucj.com,-106.40414,31.66169,http://sic.gob.mx/ficha.php?table=universidad&table_id=2058,1618829860,Chihuahua,NA,Chihuahua
1342,"Universidad Pedagógica Nacional, Campus Cd. Juárez",4239,Universidad Pedagógica Nacional (UPN),8,Chihuahua,37,Juárez,1,Juárez,Cam. Viejo a San José 8370,Col. Partido Romero,32030,unidadjuarez@gmail.com,-106.40826,31.6981,http://sic.gob.mx/ficha.php?table=universidad&table_id=1342,1627651277,Chihuahua,NA,Chihuahua
3375,Universidad Tecnológica del Paso del Norte,NA,Secretaría de Educación Pública,8,Chihuahua,37,Juárez,1,Juárez,Pez Lucio 10526,Col. Puerto de Anapra,32107,,-106.48502,31.74647,http://sic.gob.mx/ficha.php?table=universidad&table_id=3375,1563198984,Chihuahua,NA,Chihuahua
3275,"Instituto Tecnológico de Ciudad Juárez (ITCJ), campus I",-1916,SEP/Tecnológico Nacional de México (TecNM),8,Chihuahua,37,Juárez,1,Juárez,Av. Tecnológico 1340,Frac. El Crucero,32500,direccion@itcj.edu.mx,-106.42101,31.71911,http://sic.gob.mx/ficha.php?table=universidad&table_id=3275,1724253189,Chihuahua,NA,Chihuahua
1348,"Facultad de Ciencias Políticas y Sociales, Campus Cd. Juárez",2557,Universidad Autónoma de Chihuahua (UACH),8,Chihuahua,37,Juárez,1,Juárez,Henry Dunant 4612,Circuito Pronaf,31160,fcpys@uach.mx,-106.44428,31.74132,http://sic.gob.mx/ficha.php?table=universidad&table_id=1348,1562586350,Chihuahua,NA,Chihuahua
2327,"Centro Cultural Universitario, campus Cd. Juárez",10957,Centro Cultural Universitario de Ciudad Juárez,8,Chihuahua,37,Juárez,1,Juárez,Cam. Viejo a San José 11045 esq. Av. Francisco Villarreal,Frac.Villahermosa,32510,info@ccu.mx,-106.38434,31.68808,http://sic.gob.mx/ficha.php?table=universidad&table_id=2327,1695737368,Chihuahua,NA,Chihuahua
681,"Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Cd. Juárez",4998,Instituto Tecnológico y de Estudios Superiores de Monterrey,8,Chihuahua,37,Juárez,1,Juárez,Av. Tomás Fernández Campos 8945,Parque Industrial Antonio J. Bermúdez,32470,admisiones.cdj@itesm.mx,-106.39495,31.71597,http://sic.gob.mx/ficha.php?table=universidad&table_id=681,1561984602,Chihuahua,NA,Chihuahua
656,Universidad Autónoma de Ciudad Juárez,1308,,8,Chihuahua,37,Juárez,1,Juárez,Av. Plutarco Elías Calles 1210,Col. Fovissste Chamizal,32310,ffornell@uacj.mx,-106.43364,31.74269,http://sic.gob.mx/ficha.php?table=universidad&table_id=656,1562593999,Chihuahua,NA,Chihuahua
700,"Instituto Tecnológico de la Construcción, A.C., Campus Juárez",11306,"Instituto Tecnológico de la Construcción, A.C.",8,Chihuahua,37,Juárez,1,Juárez,Blvd. Teófilo Orunda 8471,Fracc. Acequias,32618,cmiccapacitacion@prodigy.net.mx,-106.41636,31.6883,http://sic.gob.mx/ficha.php?table=universidad&table_id=700,1561464926,Chihuahua,NA,Chihuahua
1364,"Universidad Autónoma de Durango, campus Cd. Juárez",1096,"Fomento Educativo y Cultural Francisco de Ibarra, A.C.",8,Chihuahua,37,Juárez,1,Juárez,Prol. Av. Tomás Fernández 11201,Ejido Salvarcar,32580,,-106.3627,31.69674,http://sic.gob.mx/ficha.php?table=universidad&table_id=1364,1705926765,Chihuahua,NA,Chihuahua
1413,"Universidad TecMilenio, campus Ciudad Juárez",10957,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)/Ensañanza e Investigación Superior, A.C.",8,Chihuahua,37,Juárez,1,Juárez,Av. Francisco Villarreal 11163,Col. Partido Senecú,32551,informes@tecmilenio.edu.mx,-106.38592,31.67487,http://sic.gob.mx/ficha.php?table=universidad&table_id=1413,1704198143,Chihuahua,NA,Chihuahua
103,Universidad Tecnológica de Ciudad Juárez,10622,,8,Chihuahua,37,Juárez,1,Juárez,Av. Universidad Tecnológica 3051,Col. Lote Bravo II,32695,ricardo_garcia@utcj.edu.mx,-106.40774,31.59901,http://sic.gob.mx/ficha.php?table=universidad&table_id=103,1563195923,Chihuahua,NA,Chihuahua
3233,Universidad Pedagógica Nacional (UPN) Campus Madera,NA,Secretaría de Educación del Estado,8,Chihuahua,40,Madera,1,Madera,Av. Guerrero y Calle Tercera 2228,Col. Centro,31943,,-108.1418,29.19091,http://sic.gob.mx/ficha.php?table=universidad&table_id=3233,1559135611,Chihuahua,NA,Chihuahua
1359,"Universidad Autónoma de Ciudad Juárez, Campus Casas Grandes",12539,Universidad Autónoma de Ciudad Juárez (UACJ),8,Chihuahua,50,Nuevo Casas Grandes,0,Total del Municipio,Av. Universidad 3003,Sección  Hidalgo,31803,correo@uacj.mx,-107.88772,30.48934,http://sic.gob.mx/ficha.php?table=universidad&table_id=1359,1700663818,Chihuahua,NA,Chihuahua
3293,Instituto Tecnológico Superior de Nuevo Casas Grandes (TECNM),9036,"SEP/Tecnológico Nacional de México (TecNM), Gobierno del Estado",8,Chihuahua,50,Nuevo Casas Grandes,1,Nuevo Casas Grandes,Av. Tecnológico 7100,Centro,31700,direcciongeneral@itsncg.edu.mx,-107.87901,30.38064,http://sic.gob.mx/ficha.php?table=universidad&table_id=3293,1737566100,Chihuahua,NA,Chihuahua
3231,Universidad Pedagógica Nacional (UPN) Campus Casas Grandes,NA,Secretaría de Educación del Estado,8,Chihuahua,50,Nuevo Casas Grandes,1,Nuevo Casas Grandes,Paseo de la Reforma y Damián Carmona 3400,Col. Villa Hermosa,31770,,-107.885,30.4028,http://sic.gob.mx/ficha.php?table=universidad&table_id=3231,1559134538,Chihuahua,NA,Chihuahua
3248,Escuela Normal Rural Ricardo Flores Magón,NA,,8,Chihuahua,62,Saucillo,1,Saucillo,"Km 2.5 Carr. Saucillo-Las Varas, Piedras de Lumbre",Centro,33620,,-105.30322,28.0564,http://sic.gob.mx/ficha.php?table=universidad&table_id=3248,1700664072,Chihuahua,NA,Chihuahua
4018,"Universidad para el Bienestar Benito Juárez García, sede San Rafael, Urique",18107,SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García,8,Chihuahua,65,Urique,42,San Rafael,Domicilio conocido,,33430,dirvinculacion@ubbj.edu.mx,-107.89007,27.48975,http://sic.gob.mx/ficha.php?table=universidad&table_id=4018,1719588766,Chihuahua,NA,Chihuahua
1568,Universidad Pedagógica Nacional (UPN) U-095,NA,Secretaría de Educación Pública,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Calz. Azcapotzalco La Villa 1011,Col. San Andrés de las Salinas,2320,use095@g.upn.mx,-99.15407,19.49084,http://sic.gob.mx/ficha.php?table=universidad&table_id=1568,1570538666,Ciudad de México,NA,Ciudad de México
298,Instituto de Formación Profesional de la PGJDF,1653,,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Cda. 4a. s/n esq. 5a. de  Av. Jardín,Col. Ampl. Cosmopolita,2920,ifp@pgj.cdmx.gob.mx,-99.15969,19.46995,http://sic.gob.mx/ficha.php?table=universidad&table_id=298,1619777146,Ciudad de México,NA,Ciudad de México
4105,"Universidad para el Bienestar Benito Juárez García, sede Azcapotzalco",18107,SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Calle Totonacas s/n,Col. Tezozómoc,2459,dirvinculacion@ubbj.edu.mx,-99.19662,19.49035,http://sic.gob.mx/ficha.php?table=universidad&table_id=4105,1719862813,Ciudad de México,NA,Ciudad de México
315,UNITEC Cuitláhuac - Universidad Tecnológica de México,7305,"Universidad Tecnológica de Monterrey, S.A.",9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Norte 67 núm. 2346,Col. San Salvador Xochimanca,2870,informes@mail.unitec.mx,-99.17499,19.45934,http://sic.gob.mx/ficha.php?table=universidad&table_id=315,1717007571,Ciudad de México,NA,Ciudad de México
3489,Escuela Normal Superior de México,NA,Particular,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Manuel Salazar 201,Col. Hacienda del Rosario,2420,,-99.18417,19.4841,http://sic.gob.mx/ficha.php?table=universidad&table_id=3489,1706519080,Ciudad de México,NA,Ciudad de México
3882,"Universidad TecMilenio, campus Ferrería",NA,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)/Ensañanza e Investigación Superior, A.C.",9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. Granjas 800 esq. eje 5 Nte. Montevideo,Col. Pueblo Santa Bárbara,2230,informes@tecmilenio.edu.mx,-99.17555,19.49985,http://sic.gob.mx/ficha.php?table=universidad&table_id=3882,1704187440,Ciudad de México,NA,Ciudad de México
3704,"Universidad Latinoamericana (ULA), Campus El Rosario",NA,"Universidad Latinoamericana, S.C.",9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,"Av. El Rosario 1025, local Y-01",Col. El Rosario,2100,,-99.18417,19.4841,http://sic.gob.mx/ficha.php?table=universidad&table_id=3704,1573738165,Ciudad de México,NA,Ciudad de México
257,Instituto Panamericano de Alta Dirección de Empresa (IPADE),-781,Universidad Panamericana (UP),9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Floresta 20,Col. Clavería,2080,,-99.18683,19.46419,http://sic.gob.mx/ficha.php?table=universidad&table_id=257,1568718357,Ciudad de México,NA,Ciudad de México
3572,"Centro de Investigación Tecnológica CIITEC, Unidad Azcapotzalco",NA,Instituto Politécnico Nacional,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Cda. de Cecati s/n,Col. Santa Catarina,2250,ciitec@ipn.mx,-99.18417,19.4841,http://sic.gob.mx/ficha.php?table=universidad&table_id=3572,1568895487,Ciudad de México,NA,Ciudad de México
3590,"Escuela Superior de Ingeniería Mecánica y Eléctrica ESIME, Unidad Azcapotzalco",NA,Instituto Politécnico Nacional,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. de las Granjas 682 esq. Av. Azcapotzalco La Villa,Col. Santa Catarina,2550,,-99.18417,19.4841,http://sic.gob.mx/ficha.php?table=universidad&table_id=3590,1569501169,Ciudad de México,NA,Ciudad de México
730,"Universidad Autónoma Metropolitana (UAM), Unidad Azcapotzalco",1775,Universidad Autónoma Metropolitana (UAM),9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. San Pablo 180,Col. Reynosa Tamaulipas,2200,rector@azc.uam.mx,-99.18702,19.50337,http://sic.gob.mx/ficha.php?table=universidad&table_id=730,1639077138,Ciudad de México,NA,Ciudad de México
1566,Tecnológico Universitario de México,3063,,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco,Av. Azcapotzalco 308,Col. Ángel Zimbrón,2099,informes@tum.edu.mx,-99.18754,19.47024,http://sic.gob.mx/ficha.php?table=universidad&table_id=1566,1626963804,Ciudad de México,NA,Ciudad de México
3562,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Superior de Música",NA,Secretaría de Cultura/INBAL,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Fernández Leal 31,Barrio de la Concepción,4020,esm80.eventos@gmail.com,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3562,1568286439,Ciudad de México,NA,Ciudad de México
399,"Escuela Superior Villanueva Montaño, S.C.",8188,Particular,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calz. de Tlalpan 2441,Col. Xotepingo,4610,sistemasvm@infosel.net.mx,-99.14068,19.33101,http://sic.gob.mx/ficha.php?table=universidad&table_id=399,1565779743,Ciudad de México,NA,Ciudad de México
508,"Universidad del Valle de México,Campus Tlalpan",-3409,Universidad del Valle de México (UVM),9,Ciudad de México,3,Coyoacán,1,Coyoacán,San Juan de Dios 6,Col. Ex-Hacienda de San Juan,14370,,-99.14011,19.31155,http://sic.gob.mx/ficha.php?table=universidad&table_id=508,1572448966,Ciudad de México,NA,Ciudad de México
3558,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Nacional de Danza Clásica y Contemporánea",NA,Secretaría de Cultura/INBAL,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Río Churubusco 79 esq. Calz. de Tlalpan,Col. Country Club,4220,endcc@inba.gob.mx,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3558,1568124708,Ciudad de México,NA,Ciudad de México
612,Universidad Nacional Autónoma de México (UNAM),-152774,UNAM,9,Ciudad de México,3,Coyoacán,1,Coyoacán,"Av. Universidad 3000, Torre de Rectoría, piso 6",Col. Ciudad Universitaria,4510,rectoria@unam.mx,-99.18697,19.33188,http://sic.gob.mx/ficha.php?table=universidad&table_id=612,1691499060,Ciudad de México,NA,Ciudad de México
553,"Instituto de Comunicación y Filosofía, A.C.",8541,Instituto de comunicación y filosofía A.C.,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Taxqueña 1792,Col. Paseos de Taxqueña,4250,informes@comfil.edu.mx,-99.12532,19.33866,http://sic.gob.mx/ficha.php?table=universidad&table_id=553,1566397209,Ciudad de México,NA,Ciudad de México
3555,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Nacional de Arte Teatral",NA,Secretaría de Cultura/INBAL,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Río Churubusco 79 esq. Calz. de Tlalpan,Col. Contry Club,4220,,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3555,1568115471,Ciudad de México,NA,Ciudad de México
3720,Universidad Tecnológica Latinoamericana en Línea (UTEL),NA,Particular,9,Ciudad de México,3,Coyoacán,1,Coyoacán,"Calz. de Tlalpan 2148, oficinas 8 y 9 2do. piso",Col. Campestre Churubusco,4200,,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3720,1575298277,Ciudad de México,NA,Ciudad de México
3591,"Escuela Superior de Ingeniería Mecánica y Eléctrica ESIME, Unidad Culhuacán",NA,Instituto Politécnico Nacional,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Santa Ana 1000,Col. San Francisco Culhuacán,4260,crm@ipn.mx,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3591,1569581841,Ciudad de México,NA,Ciudad de México
3565,Instituto Nacional de Pediatría,NA,Gobierno de México,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Insurgentes Sur 3700 C,Col. Insurgentes Cuicuilco,4530,,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3565,1568298597,Ciudad de México,NA,Ciudad de México
54,"Universidad Autónoma Metropolitana (UAM), Unidad Xochimilco",1775,Universidad Autónoma Metropolitana (UAM),9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calz. del Hueso 1100,Col. Villa Quietud,4960,,-99.10299,19.30039,http://sic.gob.mx/ficha.php?table=universidad&table_id=54,1639077013,Ciudad de México,NA,Ciudad de México
3668,UVM Coyoacán - Universidad del Valle de México,NA,Universidad del Valle de México,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calz. de Tlalpan 3016/3058,Col. Ex Hacienda Coapa,4980,socialcontactcenter1@uvmnet.edu,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3668,1717177883,Ciudad de México,NA,Ciudad de México
2075,Centro de Estudios Superiores Navales,263,Secretaría de Marina (SEMAR),9,Ciudad de México,3,Coyoacán,1,Coyoacán,Calz. de la Virgen 1800,Ex-Ejido de San Pablo Tepetlapa,4840,,-99.11705,19.31969,http://sic.gob.mx/ficha.php?table=universidad&table_id=2075,1722006652,Ciudad de México,NA,Ciudad de México
410,Instituto Nacional de Estudios Superiores en Derecho Penal,11355,Particular,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. California 103,Col. Parque San Andrés,4040,promocionacademica@indepac.edu.mx,-99.14858,19.34592,http://sic.gob.mx/ficha.php?table=universidad&table_id=410,1625671676,Ciudad de México,NA,Ciudad de México
423,"Universidad Latina, Campus Sur",9497,"Universidad Latina, S.C.",9,Ciudad de México,3,Coyoacán,1,Coyoacán,Pedro Enríquez Ureña 173,Col. Los Reyes,4330,,-99.15522,19.33499,http://sic.gob.mx/ficha.php?table=universidad&table_id=423,1573656541,Ciudad de México,NA,Ciudad de México
3498,Centro Angloeducativo  Miguel Ángel de Quevedo,NA,Grupo Educativo Anglo Americano S.C.,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av Miguel Ángel de Quevedo 773,Barrio del Niño Jesús,4620,miguelangel@angloamericano.com.mx,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3498,1607092384,Ciudad de México,NA,Ciudad de México
3541,"Instituto Latinoamericano de la Comunicación Educativa (ILCE), Sede Miramontes",NA,Particular,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Av. Canal de Miramontes 2549,Col. Prados de Coyoacán,4810,infoesae@ilce.edu.mx,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3541,1567682868,Ciudad de México,NA,Ciudad de México
3473,"Escuela Nacional de Conservación, Restauración y Museografía Manuel del Castillo Negrete (ENCRyM)",NA,Secretaría de Cultura/ INAH,9,Ciudad de México,3,Coyoacán,1,Coyoacán,General Anaya 187,Col. San Diego Churubusco,4120,,-99.14998,19.35482,http://sic.gob.mx/ficha.php?table=universidad&table_id=3473,1736439653,Ciudad de México,NA,Ciudad de México
1593,"Universidad Interamericana para el Desarrollo, Campus Taxqueña",13031,Particular,9,Ciudad de México,3,Coyoacán,1,Coyoacán,Cerro de Jesús 67,Col. Campestre Churubusco,4200,taxquena@unid.mx,-99.13966,19.34515,http://sic.gob.mx/ficha.php?table=universidad&table_id=1593,1573471304,Ciudad de México,NA,Ciudad de México
3697,Universidad Internacional,NA,Particular,9,Ciudad de México,3,Coyoacán,1,Coyoacán,General Anaya 313,Col. Del Carmen,4100,,-99.16194,19.35021,http://sic.gob.mx/ficha.php?table=universidad&table_id=3697,1573561105,Ciudad de México,NA,Ciudad de México
